908.76,295.09,206.89
208.82,724.44,435.96
702.23,264.82,936.89
912.97,954.77,179.57
389.87,956.86,422.62
459.43,371.05,696.94
24.326,305.68,253.98
895.42,6.1551,944.05
380.92,366.8,724.28
390.35,104.28,111.37
882.4,151.09,307.43
680.77,294.79,572.85
356.97,528.41,22.762
604.73,239.6,638.78
65.426,902.63,159.23
248.89,547.13,815.08
849.1,205.36,330.54
740.12,895.41,254.05
154.01,645.03,109.6
426.22,439.85,427.94
560.41,176.54,173.63
513.88,588.6,484.65
483.05,835.24,486.04
939.64,966.81,730.64
417.37,708,332.16
841.63,985.39,366.15
73.437,212.37,516.43
991.26,816.2,846.06
795.81,666.69,331.95
223.04,773.74,552.52
149.37,258,764.33
324.89,617.33,994.73
126.41,461.25,254.36
506.57,452.29,670.42
188.26,217.31,526.72
383.72,78.989,994.37
417.3,457.15,834.84
279.7,484.6,506.26
705.81,715.66,678.8
426.12,386.03,965.4
58.075,468.12,122.08
934.95,160.32,283.64
313.88,386.25,998.74
482.58,133.76,503
976.91,575.27,44.055
589.12,996.65,989.53
187.14,694.84,1.3118
354.32,823.38,734.53
823.26,978.98,204.7
783.68,502,942.23
590.13,815.75,424.46
459.91,216.41,319.5
966.31,684.29,94.39
68.613,567.77,26.58
485.6,394.97,615.89
369.66,432.08,84.744
123.36,492.15,294.56
218.51,867.75,904.86
749.42,967.29,752.07
249.44,110.66,513.22
807.22,140.3,128.03
589.97,780.77,784.47
699.17,584.35,883.58
441.42,888.63,825.44
917.15,926.88,618.98
79.292,363.38,628.22
493.26,392.14,770.82
514.3,690.87,446.62
475.89,479.17,569.79
738.82,144.47,607.72
63.891,433.52,635.9
185.55,772.99,802.01
279.96,22.21,620.16
117.59,807.29,763.83
625.52,104.05,515.49
773.42,460.05,41.644
972.94,655.35,857.38
914,863.98,69.816
248.32,536.92,755.96
618.8,767.36,851.57
339.7,309.06,166.96
917.12,912.4,912.71
543.04,872.75,594
613.2,866.72,18.627
151.71,76.955,475.88
703.15,750.97,503.12
384.49,165.69,491.08
394.36,117.96,808.05
991.27,503.76,840.49
901.08,615.99,589.84
185.6,678.83,184.23
90.75,298.35,905.75
282.2,516.07,449.03
514.19,458.44,241.67
684.23,65.834,648.24
114.64,765.24,629.05
557.95,240.06,633.43
341.72,897.97,455.61
739.15,141.9,37.78
45.477,690.68,871.21
664.69,952.47,472.75
996.2,745.93,801.15
336.48,215.52,163.68
162.19,88.134,243.77
627.56,524.04,469.25
197.2,859.59,949.76
245.17,668.39,190.57
4.8408,293.85,355.55
993.99,695.93,344.38
600.88,124.02,889.91
665.24,282.9,313.26
83.089,817.02,368.78
829.95,832,937.65
721.1,732.14,622.4
988.35,874.56,274.89
764.64,362.7,464.69
894.72,874,274.98
236.62,184.14,594.84
85.383,223.53,919.46
871.72,580.79,23.372
97.234,850.58,158.57
629.77,767.89,478.18
994.03,530.78,802.85
345.03,860.55,538.59
588.87,7.4341,190.78
656.95,679.23,457.79
103.25,991.7,286.78
229.2,268.41,874.68
359.93,217.59,876.79
135.17,888.35,316.84
498.42,225.96,55.076
359.01,856.69,740.85
849.53,23.93,456.46
768.6,744.22,897.55
74.137,612.28,450.09
596.91,166.82,703.19
962.17,488.14,661.88
204.65,596.51,294.22
708.67,161.2,298.83
815.77,132.32,968.92
6.3274,939.21,900.16
219.85,623.71,453.23
23.267,778.31,672.83
170.39,201.68,203.05
731.76,244.83,643.09
286.66,948.13,807.35
802.78,918.22,840.54
290.34,484.94,247.54
553.3,386.08,269.6
600.93,109.89,352.39
493.14,102.75,582.75
243.6,21.605,318.85
858.13,802.16,711.25
679.49,347.85,619.27
153.97,887.92,773.89
497.48,821.77,669.15
536.43,36.723,174.09
359.73,994.96,650.01
348.56,764.89,187.65
489.92,779.52,352.17
733.26,870.98,395.23
69.728,257.16,687.78
617.54,802.05,832.69
683.46,629.84,984.96
70.375,333.89,585.09
420.84,642.11,15.984
673.74,431.64,333.71
333.85,328.44,469.18
129.13,898.59,96.606
343.66,492.04,136.73
224.12,861.64,538.03
322.32,440.29,583.5
650.53,987.95,357.1
860.61,589.61,501.32
776.89,916.66,273.11
564.97,779.56,83.398
627.39,557.31,237.42
647.93,872.07,692.12
413.25,348.46,591.94
30.263,513.53,423.87
65.735,766.67,926.52
976.93,577.87,284.94
599.14,381.21,525.71
154.33,949.55,115.57
907.26,913.07,440.05
967.22,171.99,588.34
923.19,948.17,423.61
53.888,46.283,584
769.8,618.63,602.13
367.71,213.73,899.2
963.61,421.3,538.77
774.54,902.78,218.28
406.74,498.97,714.69
22.454,8.2014,638.99
23.207,619.01,516.78
352.29,802.95,916.04
775.69,140.84,236.9
530.28,304.96,390.56
443.38,980.87,441.85
443.12,353.59,42.271
43.376,225.19,991.24
550.78,254.13,182.56
740.85,528.2,119.95
364.78,955.22,172.31
738.72,927.54,192.72
275.97,375.87,953.14
476.43,93.465,583.26
459.01,310.77,94.939
720,608.39,64.044
535.14,206.13,588.5
339.08,97.231,875.12
664.55,804.54,409.03
936.38,235.28,159.59
15.93,754.06,851.06
996.6,292.12,51.565
576.33,33.035,458.57
179.78,497.08,210.71
229.93,146.79,268.03
363.2,9.7246,470.58
831.51,328,389.97
440.91,216.26,949.2
628.42,912.48,288.75
385.28,966.37,559.39
988.95,89.68,587.45
384.04,268.23,414.86
746.79,91.507,874.96
168.31,779.71,947.8
790.61,796.83,794.51
310.04,700.52,739.94
360.69,996.7,708.66
766.66,303.82,285.31
429.42,938.22,191.33
133.75,60.533,726.27
101.48,356.36,28.343
20.112,574.81,677.4
53.683,586.37,414.32
826.57,666.55,557.25
623.54,906.61,614.12
939.59,223.46,917.08
204.12,712.77,199.59
242.75,230.85,592.99
910.72,559.1,783.53
570.82,789.41,709.15
430.41,90.536,183.74
72.253,412.63,393.88
590.8,310.51,491.55
474.79,481.63,729.22
741.95,193.08,800.74
794.1,590.43,665.39
602.26,355.35,36.27
447.25,21.807,976.49
573.73,894.84,814.66
642.12,869.55,722.67
275.12,333.15,533.72
164.82,958.86,119.84
803.34,594.72,224.79
737.53,754.73,609.12
936.54,271.93,197.38
915.3,703.93,376.5
162.61,35.774,947.39
263.06,618.58,362.45
480.29,651.29,525.82
418.62,867.93,188.58
157.05,957.17,546.92
579.51,199.7,738.59
372.27,584.28,962.9
236.82,16.19,338
379.38,263.31,313.21
274.08,763.39,776.81
852.1,710.79,433.13
860.19,190.32,973
780.2,762.99,587.77
429.71,579.2,56.714
343.97,104.51,20.288
26.616,907.09,604.28
360.61,28.165,836.32
313.91,923.23,788.99
14.188,193.75,490.63
837.65,572.67,512.4
913.8,138.94,242.52
665.51,102.46,288.83
867.94,739.93,733.52
301.57,376.86,988.06
557.24,714.95,712.67
141.25,929.08,846.41
324.33,334.7,844.14
777.81,231.37,266.03
69.558,835.61,273.79
854.87,686.77,568.28
277.4,700.6,448.3
615.31,904.82,526.74
351.64,876.84,938.32
35.387,159.57,453.71
353.8,862.97,821.64
594.29,970.8,596.27
762.75,657.18,667.7
355.91,289.32,919.83
350.03,793.7,957.8
905.39,424.22,435.48
32.679,974.28,265.68
747.43,289,353.83
842.28,950,468.71
702.94,140.67,547.02
32.364,284.04,168.62
637.31,52.65,477.77
772.42,518.34,766.01
637.62,590,505.99
377.39,143.53,127.79
290.72,622.91,996.4
962.18,972.94,927.78
386.77,583.55,180.4
1.072,316,959.83
735.37,348.77,421.7
5.3288,859.76,367.85
828.71,585.79,685.96
302.1,476.08,54.088
565.67,930.36,32.968
460.08,323.21,408.75
618.46,595.83,999.51
403.42,662.1,898.2
659.35,643.4,175.24
392,656.3,154.85
362.87,993.53,700.25
854.69,270.65,296.75
858.97,741.96,506.62
251.8,270.24,249.62
335.36,938.34,917.26
514.33,831.55,68.285
830.08,942.1,743.19
687.46,379.21,331.42
563.82,815.14,139.72
754.98,486.64,667.21
238.75,844.96,944.24
497.14,492.83,646.36
954.4,130.74,864.56
714.87,266.63,186.77
587.98,73.715,692.44
9.827,526.13,402.94
296.18,521.31,365.59
107.68,952.88,581.42
4.8021,108.97,305.4
462.13,630.41,510.75
995.58,989.38,272.79
188.94,563.39,634.96
712.33,836.66,224.36
678.16,488.65,878.91
132.21,357.87,967.73
825.18,124.92,954.14
891.9,126.35,959.7
252.01,510.18,424.03
668.92,658.62,829.55
319.12,611.12,463.66
344.43,678.41,77.526
659.95,437.39,124.2
925.89,349.48,462.94
134.84,478.13,869.79
460.53,645.5,696.87
929.51,353.11,747.9
866.93,241.75,461.25
873.46,114.02,667.29
550.57,515.32,914.37
306.34,665.85,130.13
738.57,805.54,901.93
325.45,708.25,533.23
766.08,278,30.172
555.44,388.9,207.44
717.5,570.35,740.04
880.61,563.08,549.56
374.26,2.0794,741.25
